Name,EnergyCost,StarCost,BaseText,UpgradedText
Synchronize,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {CalculationExtra:diff()} [gold]Focus[/gold] this turn for each unique Orb you have.{InCombat:
(Gain {CalculatedFocus:diff()} [gold]Focus[/gold])|}","Gain {CalculationExtra:diff()} [gold]Focus[/gold] this turn for each unique Orb you have.{InCombat:
(Gain {CalculatedFocus:diff()} [gold]Focus[/gold])|}"
Synthesis,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
The next Power you play costs 0 {energyPrefix:energyIcons(1)}.","Deal {Damage:diff()} damage.
The next Power you play costs 0 {energyPrefix:energyIcons(1)}."
Tactician,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Gain {Energy:energyIcons()}.,Gain {Energy:energyIcons()}.
Tag Team,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
The next Attack another player plays on the enemy is played an extra time.","Deal {Damage:diff()} damage.
The next Attack another player plays on the enemy is played an extra time."
Tank,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Take double damage from enemies.
Allies take half damage from enemies.","Take double damage from enemies.
Allies take half damage from enemies."
Taunt,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Block:diff()} [gold]Block[/gold].
Apply {VulnerablePower:diff()} [gold]Vulnerable[/gold].","Gain {Block:diff()} [gold]Block[/gold].
Apply {VulnerablePower:diff()} [gold]Vulnerable[/gold]."
Tear Asunder,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Hits an additional time for each time you lost HP this combat.{InCombat:
(Hits {CalculatedHits:diff()} {CalculatedHits:plural:time|times}.)|}","Deal {Damage:diff()} damage.
Hits an additional time for each time you lost HP this combat.{InCombat:
(Hits {CalculatedHits:diff()} {CalculatedHits:plural:time|times}.)|}"
Tempest,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,[gold]Channel[/gold] {IfUpgraded:show:X+1|X} [gold]Lightning[/gold].,[gold]Channel[/gold] {IfUpgraded:show:X+1|X} [gold]Lightning[/gold].
Terraforming,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Gain {VigorPower:diff()} [gold]Vigor[/gold].,Gain {VigorPower:diff()} [gold]Vigor[/gold].
Tesla Coil,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Trigger all [gold]Lightning[/gold] against the enemy.","Deal {Damage:diff()} damage.
Trigger all [gold]Lightning[/gold] against the enemy."
The Bomb,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"At the end of {Turns:diff()} {Turns:plural:turn|turns}, deal {BombDamage:diff()} damage to ALL enemies.","At the end of {Turns:diff()} {Turns:plural:turn|turns}, deal {BombDamage:diff()} damage to ALL enemies."
The Gambit,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Block:diff()} [gold]Block[/gold].
If you take unblocked attack damage this combat, die.","Gain {Block:diff()} [gold]Block[/gold].
If you take unblocked attack damage this combat, die."
The Hunt,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
If [gold]Fatal[/gold], gain an additional card reward.","Deal {Damage:diff()} damage.
If [gold]Fatal[/gold], gain an additional card reward."
The Scythe,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Permanently increase this card's damage by {Increase:diff()}.","Deal {Damage:diff()} damage.
Permanently increase this card's damage by {Increase:diff()}."
The Sealed Throne,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,3,"Whenever you play a card, gain {singleStarIcon}.","Whenever you play a card, gain {singleStarIcon}."
The Smith,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,4,[gold]Forge[/gold] {Forge:diff()}.,[gold]Forge[/gold] {Forge:diff()}.
Thinking Ahead,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Draw {Cards:diff()} {Cards:plural:card|cards}.
Put 1 card from your [gold]Hand[/gold] on top of your [gold]Draw Pile[/gold].","Draw {Cards:diff()} {Cards:plural:card|cards}.
Put 1 card from your [gold]Hand[/gold] on top of your [gold]Draw Pile[/gold]."
Thrash,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage twice.
[gold]Exhaust[/gold] a random Attack in your [gold]Hand[/gold] and add its damage to this card.","Deal {Damage:diff()} damage twice.
[gold]Exhaust[/gold] a random Attack in your [gold]Hand[/gold] and add its damage to this card."
Thrumming Hatchet,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
At the start of your next turn, return this to your [gold]Hand[/gold].","Deal {Damage:diff()} damage.
At the start of your next turn, return this to your [gold]Hand[/gold]."
Thunder,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever you [gold]Evoke Lightning[/gold], deal {ThunderPower:diff()} damage to each enemy hit.","Whenever you [gold]Evoke Lightning[/gold], deal {ThunderPower:diff()} damage to each enemy hit."
Thunderclap,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Deal {Damage:diff()} damage and apply {VulnerablePower:diff()} [gold]Vulnerable[/gold] to ALL enemies.,Deal {Damage:diff()} damage and apply {VulnerablePower:diff()} [gold]Vulnerable[/gold] to ALL enemies.
Time's Up,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal damage equal to the enemy's [gold]Doom[/gold].{IsTargeting:
(Deals {CalculatedDamage:diff()} damage)|}","Deal damage equal to the enemy's [gold]Doom[/gold].{IsTargeting:
(Deals {CalculatedDamage:diff()} damage)|}"
Tools of the Trade,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"At the start of your turn, draw 1 card and discard 1 card.","At the start of your turn, draw 1 card and discard 1 card."
Toric Toughness,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Block:diff()} [gold]Block[/gold].
Gain {Block:diff()} [gold]Block[/gold] at the start of the next {Turns:diff()} {Turns:plural:turn|turns}.","Gain {Block:diff()} [gold]Block[/gold].
Gain {Block:diff()} [gold]Block[/gold] at the start of the next {Turns:diff()} {Turns:plural:turn|turns}."
Toxic,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"At the end of your turn, if this is in your [gold]Hand[/gold], take {Damage:diff()} damage.","At the end of your turn, if this is in your [gold]Hand[/gold], take {Damage:diff()} damage."
Tracking,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,[gold]Weak[/gold] enemies take double damage from Attacks.,[gold]Weak[/gold] enemies take double damage from Attacks.
Transfigure,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Add [gold]Replay[/gold] to a card in your [gold]Hand[/gold].
It costs an extra {Energy:energyIcons()}.","Add [gold]Replay[/gold] to a card in your [gold]Hand[/gold].
It costs an extra {Energy:energyIcons()}."
Trash to Treasure,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever you create a Status card, [gold]Channel[/gold] 1 random Orb.","Whenever you create a Status card, [gold]Channel[/gold] 1 random Orb."
Tremble,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Apply {VulnerablePower:diff()} [gold]Vulnerable[/gold].,Apply {VulnerablePower:diff()} [gold]Vulnerable[/gold].
True Grit,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Block:diff()} [gold]Block[/gold].
[gold]Exhaust[/gold] 1 card{IfUpgraded:show:| at random}.","Gain {Block:diff()} [gold]Block[/gold].
[gold]Exhaust[/gold] 1 card{IfUpgraded:show:| at random}."
TURBO,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Energy:energyIcons()}.
Add a [gold]Void[/gold] into your [gold]Discard Pile[/gold].","Gain {Energy:energyIcons()}.
Add a [gold]Void[/gold] into your [gold]Discard Pile[/gold]."
Twin Strike,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Deal {Damage:diff()} damage twice.,Deal {Damage:diff()} damage twice.
Tyranny,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"At the start of your turn, draw 1 card and [gold]Exhaust[/gold] 1 card from your [gold]Hand[/gold].","At the start of your turn, draw 1 card and [gold]Exhaust[/gold] 1 card from your [gold]Hand[/gold]."
Ultimate Defend,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Gain {Block:diff()} [gold]Block[/gold].,Gain {Block:diff()} [gold]Block[/gold].
Ultimate Strike,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Deal {Damage:diff()} damage.,Deal {Damage:diff()} damage.
Undeath,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Block:diff()} [gold]Block[/gold].
Add a copy of this card into your [gold]Discard Pile[/gold].","Gain {Block:diff()} [gold]Block[/gold].
Add a copy of this card into your [gold]Discard Pile[/gold]."
Unleash,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"[gold]Osty[/gold] deals {CalculatedDamage:diff()} damage.
Deals additional damage equal to [gold]Osty's[/gold] current HP.","[gold]Osty[/gold] deals {CalculatedDamage:diff()} damage.
Deals additional damage equal to [gold]Osty's[/gold] current HP."
Unmovable,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"The first time you gain [gold]Block[/gold] from a card each turn, double the amount gained.","The first time you gain [gold]Block[/gold] from a card each turn, double the amount gained."
Unrelenting,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
The next Attack you play costs 0 {energyPrefix:energyIcons(1)}.","Deal {Damage:diff()} damage.
The next Attack you play costs 0 {energyPrefix:energyIcons(1)}."
Untouchable,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Gain {Block:diff()} [gold]Block[/gold].,Gain {Block:diff()} [gold]Block[/gold].
Up My Sleeve,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Add {Cards:diff()} [gold]{Cards:plural:Shiv|Shivs}[/gold] into your [gold]Hand[/gold].
Reduce this card's cost by 1.","Add {Cards:diff()} [gold]{Cards:plural:Shiv|Shivs}[/gold] into your [gold]Hand[/gold].
Reduce this card's cost by 1."
Uppercut,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Apply {Power:diff()} [gold]Weak[/gold].
Apply {Power:diff()} [gold]Vulnerable[/gold].","Deal {Damage:diff()} damage.
Apply {Power:diff()} [gold]Weak[/gold].
Apply {Power:diff()} [gold]Vulnerable[/gold]."
Uproar,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage twice.
Play a random Attack from your [gold]Draw Pile[/gold].","Deal {Damage:diff()} damage twice.
Play a random Attack from your [gold]Draw Pile[/gold]."
Veilpiercer,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
The next [gold]Ethereal[/gold] card you play costs 0 {energyPrefix:energyIcons(1)}.","Deal {Damage:diff()} damage.
The next [gold]Ethereal[/gold] card you play costs 0 {energyPrefix:energyIcons(1)}."
Venerate,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Gain {Stars:starIcons()}.,Gain {Stars:starIcons()}.
Vicious,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever you apply [gold]Vulnerable[/gold], draw {Cards:diff()} {Cards:plural:card|cards}.","Whenever you apply [gold]Vulnerable[/gold], draw {Cards:diff()} {Cards:plural:card|cards}."
Void,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever you draw this card, lose {Energy:energyIcons()}.","Whenever you draw this card, lose {Energy:energyIcons()}."
Void Form,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"End your turn.
The first {VoidFormPower:plural:card|{VoidFormPower:diff()} cards} you play each turn {VoidFormPower:plural:is|are} free to play.","End your turn.
The first {VoidFormPower:plural:card|{VoidFormPower:diff()} cards} you play each turn {VoidFormPower:plural:is|are} free to play."
Volley,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Deal {Damage:diff()} damage to a random enemy X times.,Deal {Damage:diff()} damage to a random enemy X times.
Voltaic,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"[gold]Channel Lightning[/gold] equal to the [gold]Lightning[/gold] already [gold]Channeled[/gold] this combat.{InCombat:
([gold]Channel[/gold] {CalculatedChannels:diff()} [gold]Lightning[/gold])|}","[gold]Channel Lightning[/gold] equal to the [gold]Lightning[/gold] already [gold]Channeled[/gold] this combat.{InCombat:
([gold]Channel[/gold] {CalculatedChannels:diff()} [gold]Lightning[/gold])|}"
Waste Away,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Gain {WasteAwayPower:diff()} less {energyPrefix:energyIcons(1)} per turn.,Gain {WasteAwayPower:diff()} less {energyPrefix:energyIcons(1)} per turn.
Well-Laid Plans,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"At the end of your turn, [gold]Retain[/gold] up to {RetainAmount:diff()} {RetainAmount:plural:card|cards}.","At the end of your turn, [gold]Retain[/gold] up to {RetainAmount:diff()} {RetainAmount:plural:card|cards}."
Whirlwind,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Deal {Damage:diff()} damage to ALL enemies X times.,Deal {Damage:diff()} damage to ALL enemies X times.
Whistle,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
[gold]Stun[/gold] the enemy.","Deal {Damage:diff()} damage.
[gold]Stun[/gold] the enemy."
White Noise,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Add a random Power into your [gold]Hand[/gold]. It's free to play this turn.,Add a random Power into your [gold]Hand[/gold]. It's free to play this turn.
Wish,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Put a card from your [gold]Draw Pile[/gold] into your [gold]Hand[/gold].,Put a card from your [gold]Draw Pile[/gold] into your [gold]Hand[/gold].
Wisp,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Gain {Energy:energyIcons()}.,Gain {Energy:energyIcons()}.
Wound,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,,
Wraith Form,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {IntangiblePower:diff()} [gold]Intangible[/gold].
At the start of your turn, lose {WraithFormPower:diff()} [gold]Dexterity[/gold].","Gain {IntangiblePower:diff()} [gold]Intangible[/gold].
At the start of your turn, lose {WraithFormPower:diff()} [gold]Dexterity[/gold]."
Writhe,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,,
Wrought in War,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
[gold]Forge[/gold] {Forge:diff()}.","Deal {Damage:diff()} damage.
[gold]Forge[/gold] {Forge:diff()}."
Zap,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,[gold]Channel[/gold] 1 [gold]Lightning[/gold].,[gold]Channel[/gold] 1 [gold]Lightning[/gold].
Mock Attack Card,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,0,,
Mock Curse Card,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,0,,
Mock Power Card,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,0,,
Mock Quest Card,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,0,,
Mock Skill Card,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,0,,
Mock Status Card,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,0,,
